CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal (RM),Total_Trans_Amt (RM),Total_Trans_Ct
717568308,Existing Customer,39,M,1,Unknown,Single,RM80K - RM120K,Blue,36,6018,0,4355,78
711694083,Existing Customer,59,F,0,Post-Graduate,Single,Less than RM40K,Blue,48,3030,1251,4724,71
712258308,Existing Customer,58,F,4,High School,Single,Less than RM40K,Blue,39,2755,1483,4394,75
713884458,Existing Customer,51,M,4,High School,Single,RM80K - RM120K,Blue,37,8783,2142,4425,83
716160708,Existing Customer,64,M,1,Graduate,Single,Less than RM40K,Blue,36,1861,1677,5225,94
772728933,Attrited Customer,50,M,2,High School,Married,RM120K +,Blue,40,13709,813,2511,40
815320383,Attrited Customer,46,F,3,Unknown,Unknown,Less than RM40K,Blue,41,4710,0,2690,43
712117983,Existing Customer,49,M,4,Graduate,Married,RM80K - RM120K,Blue,39,17285,1853,4787,60
788694558,Existing Customer,53,F,3,Uneducated,Single,Less than RM40K,Blue,40,1438.3,661,4463,87
709275558,Existing Customer,54,M,2,Graduate,Single,RM60K - RM80K,Blue,44,7866,0,4238,55
711216933,Existing Customer,42,F,1,High School,Married,Less than RM40K,Blue,36,2190,1299,5026,77
717069033,Existing Customer,43,F,4,Graduate,Married,Less than RM40K,Blue,30,4829,1153,4778,65
714992733,Existing Customer,46,M,3,Graduate,Divorced,RM80K - RM120K,Blue,36,3210,2081,3962,62
809445858,Existing Customer,38,F,0,Graduate,Single,Less than RM40K,Blue,32,1755,750,5000,79
708859158,Existing Customer,47,F,4,Graduate,Single,RM40K - RM60K,Blue,37,1438.3,703,4341,80
710040483,Existing Customer,37,M,3,Uneducated,Unknown,RM60K - RM80K,Blue,26,14485,2124,3895,87
714667608,Existing Customer,47,M,5,Post-Graduate,Married,RM40K - RM60K,Blue,36,6043,0,4256,78
714475908,Attrited Customer,43,M,2,Uneducated,Single,RM60K - RM80K,Blue,35,6348,0,1732,39
713656308,Existing Customer,56,F,0,High School,Married,Less than RM40K,Blue,48,1438.3,0,4210,75
716790633,Attrited Customer,43,M,3,Graduate,Married,RM60K - RM80K,Blue,36,17239,0,1789,38
716127333,Attrited Customer,45,F,3,Graduate,Married,Unknown,Blue,36,18432,484,2300,45
713017758,Existing Customer,47,F,1,Uneducated,Single,Less than RM40K,Blue,32,1636,1135,5056,85
717893358,Existing Customer,43,F,3,Graduate,Married,Unknown,Blue,33,7951,1456,4452,65
780032208,Attrited Customer,44,M,3,Graduate,Married,RM60K - RM80K,Blue,34,14201,0,2223,47
720219633,Existing Customer,52,F,0,Graduate,Unknown,RM40K - RM60K,Blue,42,2723,1544,4108,70
711676008,Existing Customer,52,F,1,Graduate,Single,Less than RM40K,Blue,44,2019,991,3603,59
714192033,Existing Customer,43,F,3,High School,Single,Unknown,Blue,25,10305,1870,4018,63
713442933,Existing Customer,49,M,3,Unknown,Married,RM40K - RM60K,Blue,32,3114,2208,5219,86
789052308,Attrited Customer,40,M,3,Graduate,Unknown,RM40K - RM60K,Blue,28,4323,0,2451,38
714948858,Attrited Customer,50,F,2,Unknown,Single,Less than RM40K,Blue,36,3647,2517,2935,58
711772983,Existing Customer,43,M,2,High School,Single,RM60K - RM80K,Blue,35,1849,1293,4678,71
802937058,Existing Customer,53,M,1,Graduate,Married,RM80K - RM120K,Blue,47,2540,1859,4480,80
712493058,Existing Customer,42,F,5,High School,Single,Unknown,Blue,31,4972,0,4524,72
718808883,Existing Customer,55,F,2,Graduate,Single,Less than RM40K,Silver,47,13565,0,3705,69
719685408,Attrited Customer,40,M,2,Uneducated,Married,RM60K - RM80K,Blue,29,6332,318,2505,43
708829758,Existing Customer,41,M,2,High School,Married,RM60K - RM80K,Blue,36,6062,761,3877,66
710792733,Existing Customer,47,F,3,Post-Graduate,Married,Less than RM40K,Blue,29,2897,638,4491,75
716838633,Existing Customer,46,M,4,High School,Single,RM60K - RM80K,Blue,36,13407,1341,4869,84
714041283,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,40,6610,1663,4735,83
710284233,Attrited Customer,33,M,4,Uneducated,Married,RM80K - RM120K,Blue,36,1438.3,0,2439,43
752944533,Existing Customer,45,F,5,High School,Married,Less than RM40K,Blue,34,2030,1269,5067,88
713312208,Attrited Customer,53,M,1,High School,Married,RM40K - RM60K,Blue,43,3146,0,1868,38
804045933,Existing Customer,36,M,0,Graduate,Married,RM80K - RM120K,Blue,30,5302,2414,4284,74
716662683,Existing Customer,55,F,2,Unknown,Single,Less than RM40K,Blue,45,3185,1820,5069,81
713432508,Existing Customer,42,F,3,Post-Graduate,Married,Less than RM40K,Blue,36,4328,1749,4593,72
799475658,Existing Customer,51,F,3,Uneducated,Married,Less than RM40K,Blue,45,2238,1300,4508,79
719849958,Existing Customer,44,F,4,Graduate,Single,Less than RM40K,Blue,36,2658,1884,4779,83
715803933,Existing Customer,47,M,1,Post-Graduate,Single,RM60K - RM80K,Blue,36,9090,1371,4422,65
779486433,Existing Customer,46,F,5,Unknown,Single,Less than RM40K,Blue,28,2424,2169,4209,76
708281433,Existing Customer,57,F,2,Graduate,Married,Less than RM40K,Blue,36,1438.3,0,3848,75
779844408,Attrited Customer,43,F,1,Post-Graduate,Married,Less than RM40K,Blue,27,1438.3,0,2137,40
721306908,Existing Customer,61,F,1,Graduate,Single,Unknown,Blue,44,2303,540,3440,46
713964858,Existing Customer,51,M,2,Graduate,Divorced,RM120K +,Blue,41,2792,887,4074,81
717545808,Existing Customer,44,F,4,Post-Graduate,Single,Less than RM40K,Blue,32,2900,1987,4549,70
771232533,Existing Customer,46,F,2,Graduate,Married,Less than RM40K,Blue,33,2267,1283,4249,81
710883483,Existing Customer,52,F,1,Graduate,Married,RM40K - RM60K,Blue,34,4189,2066,4661,85
801715383,Attrited Customer,45,M,4,Graduate,Married,RM60K - RM80K,Blue,39,12890,0,2216,51
719594433,Existing Customer,35,F,2,Graduate,Single,Unknown,Blue,26,3269,1434,4672,66
716310633,Existing Customer,59,F,1,Post-Graduate,Single,Less than RM40K,Blue,36,2759,2481,5037,84
714188883,Attrited Customer,46,F,5,Doctorate,Single,Less than RM40K,Blue,37,1787,0,2345,36
772437633,Existing Customer,43,M,3,Graduate,Single,RM60K - RM80K,Blue,33,6854,0,4578,72
708536283,Attrited Customer,35,M,1,Doctorate,Single,RM80K - RM120K,Blue,27,2904,2517,2653,46
772569033,Existing Customer,44,M,0,High School,Divorced,RM80K - RM120K,Blue,34,5293,1236,4572,90
714443883,Existing Customer,57,F,3,Graduate,Married,Less than RM40K,Blue,49,1781,0,4593,81
710369658,Existing Customer,50,M,3,Unknown,Married,RM60K - RM80K,Blue,36,3276,2353,4488,92
788440083,Existing Customer,55,M,2,Uneducated,Single,RM60K - RM80K,Silver,48,34516,1384,3807,82
773332908,Existing Customer,48,M,4,High School,Unknown,RM60K - RM80K,Blue,30,14670,1900,4221,83
709307808,Attrited Customer,59,F,2,High School,Married,RM40K - RM60K,Blue,36,4375,0,2507,53
712507758,Existing Customer,36,F,2,College,Unknown,Unknown,Blue,24,3448,1903,5471,87
715701033,Attrited Customer,43,M,2,Graduate,Married,RM80K - RM120K,Blue,33,2111,1761,2112,46
718478883,Existing Customer,55,F,2,College,Single,Less than RM40K,Blue,36,3123,0,4424,81
788734158,Existing Customer,42,M,4,Graduate,Married,RM40K - RM60K,Blue,19,8374,0,4493,59
794490858,Existing Customer,48,F,1,High School,Married,RM40K - RM60K,Silver,28,15713,1387,4775,61
718397658,Existing Customer,60,F,0,Unknown,Single,RM40K - RM60K,Blue,36,4115,1231,3627,61
718826883,Attrited Customer,50,M,3,Uneducated,Single,RM80K - RM120K,Blue,36,6925,0,2506,36
716733933,Existing Customer,42,F,2,High School,Married,Unknown,Blue,30,1898,725,5051,64
809307108,Existing Customer,44,F,1,High School,Single,Unknown,Blue,39,2021,1182,4209,77
778671483,Existing Customer,33,F,3,Uneducated,Single,Less than RM40K,Blue,13,1630,1008,4143,67
815504583,Attrited Customer,48,F,4,Graduate,Single,RM40K - RM60K,Blue,43,1538,0,2275,43
789319458,Existing Customer,48,M,5,Uneducated,Single,RM60K - RM80K,Blue,38,22639,1481,4219,65
710382108,Existing Customer,39,F,3,Post-Graduate,Married,Less than RM40K,Blue,19,2452,2423,4204,63
720895533,Existing Customer,32,F,4,Unknown,Married,Less than RM40K,Blue,22,1438.3,1056,4885,78
709891608,Attrited Customer,41,M,2,High School,Married,RM120K +,Blue,24,9924,0,1949,43
717136533,Existing Customer,37,F,2,Uneducated,Single,Less than RM40K,Blue,26,2586,835,4883,73
790164408,Existing Customer,59,F,1,Unknown,Married,Less than RM40K,Blue,52,2308,2094,4869,77
795613233,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,42,10514,1494,4949,76
709009833,Existing Customer,54,M,3,Graduate,Married,RM40K - RM60K,Blue,44,1655,0,4621,67
720054183,Existing Customer,41,F,2,Graduate,Single,RM40K - RM60K,Blue,25,2768,2228,5112,86
713193408,Existing Customer,59,F,0,Unknown,Single,Less than RM40K,Blue,52,2533,2076,3816,75
801508383,Existing Customer,48,M,2,Graduate,Married,RM80K - RM120K,Blue,42,25658,1721,4498,85
711949683,Attrited Customer,55,F,2,College,Divorced,RM40K - RM60K,Blue,36,4410,2517,1883,44
787747308,Attrited Customer,49,F,4,Uneducated,Unknown,Less than RM40K,Blue,39,3468,2517,2494,39
720064158,Existing Customer,51,F,3,Post-Graduate,Married,Less than RM40K,Blue,36,1438.3,0,4323,70
779104608,Attrited Customer,34,F,3,High School,Unknown,Unknown,Blue,15,1438.3,0,2819,48
715477233,Existing Customer,55,F,1,High School,Unknown,Unknown,Blue,36,6968,1430,4037,69
719524383,Existing Customer,35,F,3,Graduate,Single,RM40K - RM60K,Blue,22,2441,1670,4105,73
713804883,Attrited Customer,46,F,4,Post-Graduate,Single,Less than RM40K,Blue,37,1836,0,1799,28
710359458,Existing Customer,50,F,1,Graduate,Married,RM40K - RM60K,Blue,36,2560,1807,4456,70
716311683,Existing Customer,43,M,4,College,Married,RM80K - RM120K,Blue,36,32733,1448,3452,54
753795633,Attrited Customer,48,F,2,Uneducated,Married,Less than RM40K,Blue,41,2964,2517,2327,38
780076833,Existing Customer,44,M,1,Unknown,Unknown,RM80K - RM120K,Blue,29,8315,1008,4088,66
716019333,Existing Customer,65,F,0,Unknown,Single,Less than RM40K,Blue,56,2279,1789,4091,82
820657083,Existing Customer,53,M,4,College,Single,RM80K - RM120K,Silver,48,34516,800,3819,72
716901858,Existing Customer,49,M,4,Doctorate,Married,RM40K - RM60K,Blue,39,1438.3,0,3691,77
756571983,Existing Customer,45,F,3,High School,Single,Less than RM40K,Blue,36,2020,1103,4951,85
817607358,Attrited Customer,44,F,2,High School,Unknown,Unknown,Gold,35,34516,0,2227,44
778268508,Existing Customer,56,F,2,Uneducated,Single,Unknown,Blue,47,5261,1966,4448,86
778984383,Existing Customer,43,F,3,High School,Married,Unknown,Blue,31,2692,2039,4622,73
720771933,Existing Customer,49,F,3,Post-Graduate,Married,RM40K - RM60K,Blue,36,1994,0,4434,69
748827033,Existing Customer,44,M,3,Graduate,Divorced,RM60K - RM80K,Blue,37,3290,0,4780,84
712591983,Existing Customer,52,F,5,Graduate,Single,RM40K - RM60K,Blue,41,3035,1960,4104,79
712181658,Existing Customer,37,F,2,Graduate,Single,RM40K - RM60K,Blue,36,2407,1552,4983,86
712297683,Attrited Customer,47,F,3,College,Married,Less than RM40K,Blue,35,1781,0,2196,35
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than RM40K,Blue,28,3680,0,2725,41
720742083,Attrited Customer,48,F,4,Unknown,Married,Less than RM40K,Blue,36,2740,2425,2431,46
772310958,Existing Customer,42,F,2,Graduate,Married,Less than RM40K,Blue,31,4311,822,4965,94
715343883,Existing Customer,42,F,3,High School,Single,Less than RM40K,Blue,32,1931,1297,4693,66
720470133,Existing Customer,59,M,0,Graduate,Single,Less than RM40K,Blue,36,3604,1483,4576,87
710420133,Existing Customer,47,F,2,Graduate,Married,Less than RM40K,Blue,34,2190,0,4416,68
720933408,Existing Customer,56,F,2,Uneducated,Unknown,Less than RM40K,Blue,36,8438,1825,4798,89
716304483,Existing Customer,46,F,3,High School,Married,RM40K - RM60K,Blue,36,3413,2372,5029,86
719534058,Existing Customer,26,F,0,Graduate,Unknown,Less than RM40K,Blue,14,2163,1942,4380,57
710515308,Existing Customer,42,F,1,Graduate,Single,Less than RM40K,Blue,36,3595,1904,5025,84
797241108,Existing Customer,47,M,1,Graduate,Married,RM120K +,Blue,41,9036,1080,4500,83
708884658,Existing Customer,48,F,2,Graduate,Married,Less than RM40K,Blue,31,2315,1565,4828,90
794475483,Existing Customer,44,M,4,Uneducated,Married,RM80K - RM120K,Silver,27,34516,1043,4654,59
714315858,Existing Customer,56,F,3,High School,Married,Less than RM40K,Blue,37,4008,1650,5429,71
717217983,Existing Customer,43,F,3,Graduate,Married,Less than RM40K,Blue,30,3143,2517,5409,79
721124658,Attrited Customer,40,M,3,Uneducated,Single,RM80K - RM120K,Blue,27,3427,0,2625,63
716753058,Existing Customer,38,F,3,Graduate,Single,Less than RM40K,Blue,28,2699,564,4813,78
711069483,Existing Customer,40,F,2,Graduate,Single,Less than RM40K,Blue,36,1538,0,4884,79
708478233,Existing Customer,48,F,3,Graduate,Married,RM40K - RM60K,Blue,36,5573,1238,4348,90
710783358,Existing Customer,46,M,3,High School,Unknown,RM80K - RM120K,Blue,35,2570,1764,4442,85
713710383,Existing Customer,43,M,2,High School,Unknown,RM80K - RM120K,Blue,30,18008,2517,2659,55
720815208,Attrited Customer,52,M,0,High School,Single,RM120K +,Blue,39,34516,216,2395,47
721338783,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,36,13483,2517,3427,72
714121983,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,42,4349,1400,4694,84
715061733,Existing Customer,42,M,3,College,Single,RM60K - RM80K,Blue,36,11698,1060,3539,81
720520308,Attrited Customer,46,F,4,Graduate,Married,Less than RM40K,Blue,28,8318,2517,2427,52
806908608,Existing Customer,46,F,2,Unknown,Married,Less than RM40K,Blue,41,1438.3,0,3942,78
798972183,Attrited Customer,49,F,2,Unknown,Single,RM40K - RM60K,Blue,43,1643,526,2520,38
715030308,Existing Customer,42,M,4,Graduate,Married,RM40K - RM60K,Blue,27,1503,929,4680,67
708244458,Existing Customer,47,F,2,Unknown,Married,Less than RM40K,Blue,35,2793,1517,3485,72
789479058,Existing Customer,45,F,4,College,Divorced,RM40K - RM60K,Blue,37,1438.3,0,4459,66
784998108,Existing Customer,33,M,3,High School,Married,RM80K - RM120K,Blue,22,9094,0,4203,76
711808383,Existing Customer,50,M,3,Graduate,Divorced,RM60K - RM80K,Blue,39,6362,1709,4476,85
770839608,Existing Customer,60,F,1,Unknown,Single,Less than RM40K,Blue,47,2394,1427,4611,82
713866308,Existing Customer,45,M,4,Unknown,Single,RM60K - RM80K,Blue,36,15100,2004,4135,76
714250908,Attrited Customer,53,F,2,Graduate,Married,Less than RM40K,Blue,47,2927,2517,2231,60
739317558,Existing Customer,48,M,5,Graduate,Married,RM80K - RM120K,Blue,35,9030,2369,4899,84
718702908,Existing Customer,53,F,2,Unknown,Single,Less than RM40K,Blue,36,1543,1041,4312,84
720644883,Existing Customer,53,F,1,College,Married,Unknown,Blue,40,4941,1867,5104,87
717182883,Existing Customer,33,F,1,High School,Married,Unknown,Blue,36,2279,1432,4169,74
719384433,Attrited Customer,44,F,3,High School,Divorced,Less than RM40K,Blue,28,1877,1203,2581,57
787301208,Existing Customer,52,M,2,Uneducated,Divorced,RM40K - RM60K,Blue,46,1438.3,0,3763,74
720924633,Existing Customer,40,F,5,Graduate,Unknown,Less than RM40K,Blue,27,1438.3,0,4397,73
721316358,Existing Customer,41,M,3,High School,Married,RM60K - RM80K,Blue,28,9577,632,4086,62
716118633,Existing Customer,43,M,2,Post-Graduate,Divorced,RM60K - RM80K,Blue,36,5427,2177,4328,73
789880533,Attrited Customer,46,F,4,Graduate,Single,RM40K - RM60K,Blue,36,5913,1651,2404,39
711221958,Attrited Customer,43,F,3,Graduate,Single,RM40K - RM60K,Blue,26,2867,0,2646,41
715510683,Existing Customer,40,F,1,High School,Single,Less than RM40K,Blue,29,2506,1362,4665,82
718689258,Existing Customer,39,F,2,Doctorate,Married,RM40K - RM60K,Blue,29,1693,1101,4203,87
716368008,Attrited Customer,54,F,1,Graduate,Married,Unknown,Blue,36,3137,959,2925,41
712092783,Attrited Customer,47,F,3,Doctorate,Single,Less than RM40K,Blue,40,2437,0,2027,42
789541458,Existing Customer,35,F,1,High School,Married,Less than RM40K,Blue,28,1438.3,977,4840,85
719539458,Existing Customer,46,F,3,Graduate,Single,Less than RM40K,Blue,41,3913,0,5170,93
713082708,Existing Customer,41,F,2,High School,Married,Less than RM40K,Blue,36,4953,991,4183,67
794665608,Existing Customer,48,F,3,Graduate,Single,RM40K - RM60K,Blue,33,5724,582,4510,59
712827258,Existing Customer,37,M,3,Uneducated,Married,RM40K - RM60K,Blue,25,1438.3,0,5046,77
714525633,Existing Customer,55,F,2,Unknown,Single,Less than RM40K,Blue,36,1886,1023,4233,81
708726708,Attrited Customer,42,F,3,Graduate,Single,RM40K - RM60K,Blue,36,1451,599,2192,35
768498258,Existing Customer,47,F,1,High School,Married,Unknown,Blue,41,2950,1642,4740,83
712767858,Attrited Customer,42,F,0,College,Single,RM40K - RM60K,Blue,30,1438.3,1223,2181,43
709231683,Existing Customer,36,F,2,Graduate,Unknown,RM40K - RM60K,Blue,23,2024,901,4861,84
712445583,Attrited Customer,33,F,0,College,Single,Unknown,Blue,15,2299,0,2323,47
711461658,Existing Customer,47,M,1,High School,Married,RM40K - RM60K,Blue,29,3291,1197,3228,82
713891133,Attrited Customer,41,F,2,Unknown,Single,Less than RM40K,Blue,36,1438.3,834,1890,43
710074458,Existing Customer,41,F,5,High School,Divorced,Less than RM40K,Blue,34,2137,996,4290,90
779279883,Attrited Customer,60,F,2,High School,Married,Less than RM40K,Blue,42,1438.3,0,1628,42
719674533,Existing Customer,48,M,3,Unknown,Single,RM80K - RM120K,Blue,44,16794,1527,4040,76
716535408,Existing Customer,43,M,3,Unknown,Married,RM40K - RM60K,Blue,32,12219,1462,3843,69
710319108,Existing Customer,54,F,2,High School,Married,Less than RM40K,Blue,47,1804,1298,4542,73
714777858,Existing Customer,60,F,2,Unknown,Married,Less than RM40K,Blue,36,2343,2066,4858,69
769974258,Existing Customer,44,M,3,Post-Graduate,Single,RM80K - RM120K,Blue,38,19724,0,3830,82
717819633,Existing Customer,49,F,3,Uneducated,Married,Less than RM40K,Blue,42,3949,1463,4124,57
712953483,Attrited Customer,64,F,0,Graduate,Single,Less than RM40K,Blue,36,1682,0,1811,39
779029458,Attrited Customer,54,F,1,Post-Graduate,Single,Less than RM40K,Blue,35,1724,0,2725,47
721321383,Existing Customer,50,F,3,Doctorate,Married,Less than RM40K,Blue,41,2372,1148,4418,80
716973333,Existing Customer,40,M,3,Uneducated,Married,RM120K +,Blue,28,4642,1676,5080,76
709946658,Existing Customer,49,F,4,College,Single,RM40K - RM60K,Blue,30,2765,1211,4629,58
709243533,Existing Customer,49,F,2,Unknown,Single,Less than RM40K,Blue,41,2555,1815,4552,75
709999308,Existing Customer,51,M,3,Uneducated,Married,RM80K - RM120K,Blue,40,3150,0,3477,78
712389108,Existing Customer,43,F,2,Graduate,Married,Less than RM40K,Blue,36,2570,2107,4058,83
712305333,Existing Customer,59,M,0,Graduate,Single,RM60K - RM80K,Blue,53,4386,2505,4064,65
812785158,Existing Customer,42,M,4,Uneducated,Married,Less than RM40K,Blue,37,2411,1797,4331,63
765459858,Attrited Customer,47,M,3,Graduate,Divorced,Less than RM40K,Blue,40,6397,0,2511,56
714894708,Attrited Customer,53,M,1,Uneducated,Unknown,RM120K +,Blue,45,23958,2517,2777,45
711296508,Existing Customer,49,F,3,Graduate,Single,Less than RM40K,Blue,42,2608,2455,4776,85
795713058,Existing Customer,45,M,3,Post-Graduate,Married,RM40K - RM60K,Blue,39,4409,1753,4292,76
789487308,Existing Customer,48,M,2,Doctorate,Single,RM60K - RM80K,Blue,39,10033,0,4106,78
720130233,Attrited Customer,48,M,2,High School,Single,RM60K - RM80K,Blue,36,1641,0,2536,45
789047208,Existing Customer,57,F,2,High School,Single,Less than RM40K,Blue,45,2454,1610,4983,79
715864983,Existing Customer,56,F,2,High School,Married,Less than RM40K,Blue,43,1978,0,4870,83
708765933,Existing Customer,46,M,2,Post-Graduate,Married,RM60K - RM80K,Blue,36,5464,887,4866,81
809320908,Existing Customer,42,M,3,High School,Single,RM60K - RM80K,Blue,37,5951,0,4160,84
779324358,Existing Customer,49,F,2,Uneducated,Single,Less than RM40K,Blue,31,2381,1603,4013,79
713730108,Existing Customer,48,M,4,Post-Graduate,Divorced,RM60K - RM80K,Blue,38,11596,1258,4686,67
711783483,Existing Customer,55,F,3,Post-Graduate,Single,RM40K - RM60K,Blue,46,5162,984,3562,72
719294433,Existing Customer,63,F,1,Uneducated,Single,Unknown,Blue,55,16312,520,4366,68
718279008,Attrited Customer,44,M,3,High School,Single,RM60K - RM80K,Silver,36,25276,0,2282,38
721238508,Existing Customer,38,F,3,High School,Single,Less than RM40K,Blue,26,1939,1484,4790,77
709365483,Existing Customer,45,F,2,Doctorate,Divorced,RM40K - RM60K,Blue,36,2788,1826,4437,67
718477983,Existing Customer,54,F,3,High School,Married,Less than RM40K,Blue,42,1438.3,1108,4776,90
719809533,Existing Customer,59,F,0,Unknown,Married,Less than RM40K,Blue,36,2448,1969,5066,84
717239133,Existing Customer,52,F,1,College,Married,Unknown,Blue,40,10317,642,3939,60
814091058,Attrited Customer,38,F,1,College,Single,Less than RM40K,Blue,33,3119,2517,2492,50
710555433,Attrited Customer,42,F,4,Graduate,Single,Less than RM40K,Blue,36,2803,0,2216,40
770956158,Existing Customer,43,F,4,Graduate,Unknown,Less than RM40K,Blue,30,2397,2151,4140,68
718263108,Attrited Customer,44,F,3,Unknown,Divorced,Less than RM40K,Blue,32,1693,1457,2829,42
715984908,Existing Customer,52,M,2,Graduate,Married,RM80K - RM120K,Blue,36,2866,1882,4850,84
711020358,Existing Customer,52,F,3,Uneducated,Unknown,RM40K - RM60K,Blue,36,2498,1650,4434,79
788769783,Existing Customer,42,F,4,College,Divorced,Less than RM40K,Blue,23,1878,1024,4707,74
715496808,Existing Customer,53,F,1,Graduate,Married,RM40K - RM60K,Blue,36,2712,2487,4159,69
779931783,Attrited Customer,52,M,2,High School,Single,RM120K +,Blue,38,34516,0,2213,47
818763033,Existing Customer,34,F,3,Graduate,Married,RM40K - RM60K,Blue,29,6169,2517,4794,71
711953358,Existing Customer,51,M,2,Graduate,Married,RM80K - RM120K,Blue,35,6205,2264,4605,88
716485308,Existing Customer,43,F,2,Unknown,Unknown,Less than RM40K,Blue,36,1780,1541,5008,93
716432658,Existing Customer,48,F,3,High School,Married,Less than RM40K,Blue,36,1438.3,0,4490,65
712691883,Attrited Customer,41,F,2,High School,Married,Less than RM40K,Blue,36,2811,2404,2245,41
712611108,Attrited Customer,59,F,1,Unknown,Single,Less than RM40K,Blue,53,7501,2517,2280,49
716245833,Existing Customer,62,M,1,Graduate,Unknown,Less than RM40K,Blue,36,2856,2517,4473,67
780052008,Existing Customer,37,M,3,Unknown,Single,RM80K - RM120K,Blue,22,29898,1414,3883,68
709759908,Existing Customer,46,M,2,Graduate,Married,RM60K - RM80K,Blue,36,1939,685,4327,84
788667408,Existing Customer,50,F,2,High School,Married,Less than RM40K,Blue,21,2965,1819,4475,66
721449408,Existing Customer,40,F,4,Unknown,Single,Less than RM40K,Blue,25,2812,2029,4763,74
708316008,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,36,10031,0,1792,29
714655758,Existing Customer,62,M,0,Graduate,Divorced,RM40K - RM60K,Blue,36,4049,0,4003,73
711846183,Attrited Customer,38,F,3,Graduate,Single,RM40K - RM60K,Blue,26,2669,0,2271,31
720612333,Attrited Customer,44,F,3,College,Single,Less than RM40K,Blue,28,1951,0,2697,45
714673833,Existing Customer,59,F,1,Graduate,Single,RM40K - RM60K,Blue,36,1528,0,4411,77
710525508,Attrited Customer,48,F,2,High School,Married,Less than RM40K,Blue,36,1438.3,455,2090,50
757854858,Attrited Customer,50,M,2,Unknown,Married,RM60K - RM80K,Blue,43,3143,0,2297,37
714658233,Existing Customer,46,F,5,High School,Unknown,Less than RM40K,Blue,37,1438.3,725,3916,79
716381808,Existing Customer,43,M,2,Unknown,Single,RM40K - RM60K,Blue,36,8406,0,3820,75
720831783,Existing Customer,50,F,0,High School,Unknown,Less than RM40K,Blue,36,2242,888,4708,81
714319233,Attrited Customer,44,M,5,Graduate,Divorced,RM60K - RM80K,Blue,36,6538,0,2132,33
718178583,Existing Customer,42,F,2,Unknown,Married,Less than RM40K,Blue,29,4710,1604,4663,78
708886533,Existing Customer,50,M,1,Graduate,Single,RM120K +,Blue,41,13032,1701,4348,77
716239383,Existing Customer,45,F,4,High School,Married,Less than RM40K,Blue,36,2225,0,4138,85
714672933,Existing Customer,52,F,3,Graduate,Married,RM40K - RM60K,Blue,36,3143,2268,4417,84
809954133,Existing Customer,49,M,2,Uneducated,Married,RM60K - RM80K,Blue,44,5013,0,5223,84
714855108,Existing Customer,60,F,0,High School,Married,Less than RM40K,Blue,50,3466,973,4073,69
718730283,Existing Customer,38,F,2,Graduate,Married,Less than RM40K,Blue,18,1686,1206,4891,68
709232808,Attrited Customer,44,F,3,Unknown,Divorced,RM40K - RM60K,Blue,34,1689,0,1588,37
804428958,Existing Customer,47,M,1,Graduate,Married,RM40K - RM60K,Blue,42,1626,0,4847,78
711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than RM40K,Blue,51,1614,0,1690,38
720070383,Existing Customer,41,F,3,Uneducated,Single,Unknown,Blue,29,2429,1966,4775,84
720322008,Existing Customer,35,F,2,Unknown,Married,RM40K - RM60K,Blue,15,1438.3,834,4551,82
714527433,Attrited Customer,39,M,4,Graduate,Married,RM80K - RM120K,Blue,30,17523,0,1974,54
789267633,Existing Customer,54,F,2,College,Married,Less than RM40K,Blue,43,2573,1760,4404,93
714523383,Existing Customer,43,F,3,Graduate,Single,RM40K - RM60K,Blue,33,2900,2122,4656,59
713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less than RM40K,Blue,36,2352,2176,5209,93
714557583,Existing Customer,58,F,2,College,Single,Less than RM40K,Blue,36,2212,1902,4976,79
714014733,Attrited Customer,33,M,2,College,Single,RM80K - RM120K,Blue,36,9642,1431,2172,33
779065458,Existing Customer,56,M,1,High School,Married,RM120K +,Blue,37,9257,0,4212,72
712733958,Attrited Customer,46,F,2,Unknown,Single,Less than RM40K,Blue,36,1731,0,2304,46
719231583,Existing Customer,61,M,1,Graduate,Unknown,RM60K - RM80K,Blue,49,16929,1838,4799,79
778801608,Existing Customer,50,M,2,College,Married,RM80K - RM120K,Blue,39,3606,1862,3568,92
720728133,Existing Customer,44,M,4,Uneducated,Single,RM40K - RM60K,Blue,33,1714,0,4180,71
718153233,Existing Customer,46,M,3,Uneducated,Married,RM80K - RM120K,Blue,36,23512,1562,3764,60
716122008,Attrited Customer,44,F,3,Unknown,Married,Less than RM40K,Blue,35,1855,0,2544,27
714960408,Attrited Customer,44,F,3,College,Single,Less than RM40K,Blue,34,1605,890,2722,45
772382283,Attrited Customer,46,F,3,Graduate,Married,Less than RM40K,Blue,36,2302,1593,2689,49
817236708,Existing Customer,42,M,3,Uneducated,Married,RM60K - RM80K,Blue,25,13546,1720,3943,73
